abf+N32+N411+N76+E153+E183+E51,85.26769
abf+N89+N408+N276+E26+E20+E195,95.46706199999998
abr+N52+N129+N256+E25+E169+E41,88.090314
abr+N190+N434+N164+E50+E69+E25,149.297234
abr+N276+N184+N215+E113+E225+E147,87.652472
abr+N310+N219+N276+E30+E206+E133,121.59929000000001
abr+N32+N385+N371+E39+E30+E15,107.32331500000001
abr+N39+N435+N184+E155+E173+E131,138.941474
abr+N164+N395+N115+E37+E22+E67,85.15849399999999
abr+N514+N136+N307+E169+E94+E116,88.828927
abr+N547+N136+N164+E121+E199+E64,128.954279
abr+N547+N32+N461+E25+E37+E88,131.304317
abr+N562+N616+N461+E190+E52+E150,130.699676
abr+N616+N164+N115+E208+E158+E130,128.581321
acs+N197+E201,108.68451299999998
acs+N198+E137,87.496933
acs+N197+E206,115.01940599999999
acs+N270+E134,34.929846999999995
acs+N308+E155,139.412123
acs+N421+E19,118.897348
acs+N421+E80,120.379871
acs+N481+E150,145.170155
acs+N553+E180,145.30015200000003
acs+N553+E201,164.274867
acs+N554+E89,55.327759
acs+N574+E107,50.027176
acs+N628+E136,140.939316
acs+N86+E169,119.933067
acs+N92+E90,137.462746
acs-a+N115+E188,100.065633
acs-a+N2+E14,92.257274
acs-a+N219+E73,89.487245
acs-a+N307+E189,89.205781
acs-a+N434+E132,102.61091400000001
acs-a+N437+E168,101.70007899999999
acs-a+N164+E216,140.874893
acs-a+N492+E177,109.84635399999999
acs-a+N520+E197,96.01857
acs-a+N89+E146,102.210991
acs-f+N186+E13,143.568516
acs-f+N246+E116,150.24216900000002
acs-f+N298+E120,121.36002400000001
acs-f+N298+E189,101.404887
acs-f+N315+E11,91.92049699999998
acs-f+N499+E11,160.69596099999998
acs-f+N717+E134,136.03348599999998
acs-g+N321+E199,103.30184799999999
acs-g+N10+E129,99.74033899999999
acs-g+N579+E133,86.52389500000001
acs-g+N60+E184,140.835714
acs-h+N172+E148,99.75692000000001
acs-h+N242+E37,119.09513999999999
acs-h+N254+E26,121.698095
acs-h+N272+E221,115.16234200000001
acs-h+N272+E80,115.33129699999999
acs-h+N364+E226,128.081316
acs-h+N383+E99,97.62385100000002
acs-h+N391+E112,113.99520700000001
acs-h+N482+E105,96.194742
acs-h+N651+E132,107.32112900000001
acs-i+N133+E204,123.39332200000001
acs-i+N172+E36,91.17322300000001
acs-i+N206+E79,119.142931
acs-i+N242+E34,109.51034900000002
acs-i+N254+E128,129.02598500000002
acs-i+N300+E2,124.56913200000001
acs-i+N364+E49,92.340578
acs-i+N391+E191,79.942964
